data gatherer,Genus,Species,Family,Realm,Kingdom,Phylum,Class,Order,"maximum body size (SVL, HBL, cm)",Source for maximum body size,notes on body size (e.g. type of metric),Trophic position,Source/logic for trophic position,migratory?,source/logic for migration info,dispersal distance category,logic/source for dispersal distance,dispersal type (walking may need to be reworded to something that encaptures slithering),logic/source for dispersal type,cold season dormancy?,source/logic for cold season dormancy,notes for cold season dormancy,hot season dormancy?,source/logic for hot season dormancy,notes for hot season dormancy,highland specialist,source/logic for highland specialist,Pelagic habitat (for marine species),source/logic for pelagic habitat,notes,genus_species,limit_type
Sally,Boreogadus,saida,Gadidae,Marine,Animalia,Chordata,Actinopterygii,Gadiformes,40,fishbase,,carnivore,fishbase,Y,oceanodromous,100+,"PLD seems to be multiple months - LeBlanc, M., Geoffroy, M., Bouchard, C., Gauthier, S., Majewski, A., Reist, J. D., & Fortier, L. (2019). Pelagic production and the recruitment of juvenile polar cod Boreogadus saida in Canadian Arctic Seas. Polar Biology, 1-12.",pelagic development,"LeBlanc, M., Geoffroy, M., Bouchard, C., Gauthier, S., Majewski, A., Reist, J. D., & Fortier, L. (2019). Pelagic production and the recruitment of juvenile polar cod Boreogadus saida in Canadian Arctic Seas. Polar Biology, 1-12.",No,unheard of for fish,,No,unheard of for fish,,non-highland specialist,marine,demersal,NA,NA,Boreogadus_saida,min
Sally,Dascyllus,aruanus,Pomacentridae,Marine,Animalia,Chordata,Actinopterygii,Perciformes,10,fishbase,,omnivore,fishbase,Non-migratory,fishbase,10-100,"PLD 24-29 days - Nakamura, Y., Shibuno, T., & Yamaoka, K. (2012). Relationship between pelagic larval duration and abundance of tropical fishes on temperate coasts of Japan. Journal of Fish Biology, 80(2), 346-357.",pelagic development,"Nakamura, Y., Shibuno, T., & Yamaoka, K. (2012). Relationship between pelagic larval duration and abundance of tropical fishes on temperate coasts of Japan. Journal of Fish Biology, 80(2), 346-357.",No,unheard of for fish,,No,unheard of for fish,,non-highland specialist,marine,reef-associated,NA,NA,Dascyllus_aruanus,"max, min"
Jenn,Diplodus,bellottii,Sparidae,Marine,Animalia,Chordata,Actinopterygii,Perciformes,30,fishbase,,carnivore,fishbase,Non-migratory,no report of large-scale migration,100+,"PLD 14-58 days within genus,  open ocean (fishbase) species with planktonic larvae - Coelho, P. M. J. D. (2018). Environmental factors influencing the settlement of Diplodus spp. juveniles in temperate marine rocky shores (Master's thesis, Universidade de Évora).",pelagic development,"guess pelagic larvae based on other species in genus - Coelho, P. M. J. D. (2018). Environmental factors influencing the settlement of Diplodus spp. juveniles in temperate marine rocky shores (Master's thesis, Universidade de Évora).",No,unheard of for fish,,No,unheard of for fish,,non-highland specialist,marine,benthopelagic,NA,NA,Diplodus_bellottii,max
Sally,Halichoeres,dispilus,Labridae,Marine,Animalia,Chordata,Actinopterygii,Perciformes,25,fishbase,,carnivore,fishbase,Non-migratory,no info,100+,"PLD 39.4 days - Victor, B. C., & Wellington, G. M. (2000). Endemism and the pelagic larval duration of reef fishes in the eastern Pacific Ocean. Marine Ecology Progress Series, 205, 241-248.",pelagic development,"Victor, B. C., & Wellington, G. M. (2000). Endemism and the pelagic larval duration of reef fishes in the eastern Pacific Ocean. Marine Ecology Progress Series, 205, 241-248.",No,unheard of for fish,,No,unheard of for fish,,non-highland specialist,marine,reef-associated,NA,NA,Halichoeres_dispilus,"max, min"
Jenn,Lipophrys,trigloides,Blenniidae,Marine,Animalia,Chordata,Actinopterygii,Perciformes,13,fishbase,,omnivore,fishbase,Non-migratory,"very inactive, fishbase",10-100,"PLD 70 days, lower depth limit 15m (IUCN) - Raventós, N., & Macpherson, E. (2001). Planktonic larval duration and settlement marks on the otoliths of Mediterranean littoral fishes. Marine Biology, 138(6), 1115-1120.",pelagic development,"planktonic larval stage - Raventós, N., & Macpherson, E. (2001). Planktonic larval duration and settlement marks on the otoliths of Mediterranean littoral fishes. Marine Biology, 138(6), 1115-1120.",No,unheard of for fish,,No,unheard of for fish,,non-highland specialist,marine,demersal,fishbase,NA,Lipophrys_trigloides,max
Sally,Malacoctenus,zonifer,Labrisomidae,Marine,Animalia,Chordata,Actinopterygii,Perciformes,8,fishbase,,carnivore,fishbase,Non-migratory,no info,1-10,"no info - shallow water fish, Lin, H. C. (2009). Evolution of the suborder Blennioidei: Phylogeny and phylogeography of a shallow water fish clade (Doctoral dissertation, UC San Diego).",non-pelagic development and swimming adults,no info - guess,No,unheard of for fish,,No,unheard of for fish,,non-highland specialist,marine,demersal,NA,NA,Malacoctenus_zonifer,"max, min"
Sally,Pachycara,brachycephalum,Zoarcidae,Marine,Animalia,Chordata,Actinopterygii,Perciformes,35,fishbase,,carnivore,krill and amphipods are main prey - Brodte et al. (2006) Deep Sea Researc Part II: Topical Studies in Oceanograph 53(8-10): 1131-1140,Non-migratory,no report of large-scale migration,1-10,non-pelagic development,non-pelagic development and swimming adults,"Brodte, E., Knust, R., Pörtner, H. O., & Arntz, W. E. (2006). Biology of the Antarctic eelpout Pachycara brachycephalum. Deep Sea Research Part II: Topical Studies in Oceanography, 53(8-10), 1131-1140.",No,unheard of for fish,,No,unheard of for fish,,non-highland specialist,marine,bathydemersal,fishbase,NA,Pachycara_brachycephalum,max
Jenn,Parablennius,marmoreus,Blenniidae,Marine,Animalia,Chordata,Actinopterygii,Perciformes,8.5,fishbase,,omnivore,fishbase,Non-migratory,no report of large-scale migration,1-10,"PLD unknown, 25m depth limit (IUCN)",pelagic development,"planktonic larval stage - Ditty, J. G., Shaw, R. F., & Fuiman, L. A. (2005). Larval development of five species of blenny (Teleostei: Blenniidae) from the western central North Atlantic, with a synopsis of blennioid family characters. Journal of fish biology, 66(5), 1261-1284.",No,unheard of for fish,,No,unheard of for fish,,non-highland specialist,marine,coral associated,NA,NA,Parablennius_marmoreus,max
Sally,Plagiotremus,azaleus,Blenniidae,Marine,Animalia,Chordata,Actinopterygii,Perciformes,10,fishbase,,carnivore,fishbase,Non-migratory,no info,1-10,no info - based on larva and demsersal lifestyle,non-pelagic development and swimming adults,"Gilligan, M. R. (1980). The island and mainland biogeography of resident rocky-shore fishes in the Gulf of California.",No,unheard of for fish,,No,unheard of for fish,,non-highland specialist,marine,reef-associated,NA,NA,Plagiotremus_azaleus,"max, min"
Sally,Tautogolabrus,adspersus,Labridae,Marine,Animalia,Chordata,Actinopterygii,Perciformes,38,fishbase,,omnivore,"Auster, P. J. (1989). Species profiles: life histories and environmental requirements of coastal fishes and invertebrates (North Atlantic and Mid-Atlantic): tautog and cunner (Vol. 82, No. 11). The Service.",Non-migratory,"Auster, P. J. (1989). Species profiles: life histories and environmental requirements of coastal fishes and invertebrates (North Atlantic and Mid-Atlantic): tautog and cunner (Vol. 82, No. 11). The Service.",10-100,"PLD 28.4 days - Victor, B. C. (1986). Duration of the planktonic larval stage of one hundred species of Pacific and Atlantic wrasses (family Labridae). Marine Biology, 90(3), 317-326.",pelagic development,"Victor, B. C. (1986). Duration of the planktonic larval stage of one hundred species of Pacific and Atlantic wrasses (family Labridae). Marine Biology, 90(3), 317-326.",No,unheard of for fish,,No,unheard of for fish,,non-highland specialist,marine,reef-associated,NA,NA,Tautogolabrus_adspersus,"max, min"
Sally,Thalassoma,lucasanum,Labridae,Marine,Animalia,Chordata,Actinopterygii,Perciformes,15,fishbase,,omnivore,fishbase,Non-migratory,no info,100+,"PLD 70.2 days - Victor, B. C., & Wellington, G. M. (2000). Endemism and the pelagic larval duration of reef fishes in the eastern Pacific Ocean. Marine Ecology Progress Series, 205, 241-248.",pelagic development,"Victor, B. C., & Wellington, G. M. (2000). Endemism and the pelagic larval duration of reef fishes in the eastern Pacific Ocean. Marine Ecology Progress Series, 205, 241-248.",No,unheard of for fish,,No,unheard of for fish,,non-highland specialist,marine,reef-associated,NA,NA,Thalassoma_lucasanum,"max, min"
Sally,Trematomus,bernacchii,Nototheniidae,Marine,Animalia,Chordata,Actinopterygii,Perciformes,28,fishbase,,omnivore,fishbase,Non-migratory,no report of large-scale migration,100+,"PLD from few months to one year in notothenioids, 400m depth limit - Davis, B. E., Miller, N. A., Flynn, E. E., & Todgham, A. E. (2016). Juvenile Antarctic rockcod (Trematomus bernacchii) are physiologically robust to CO2-acidified seawater. Journal of Experimental Biology, 219(8), 1203-1213.",pelagic development,"pelagic larval stage - Murphy, K. R., Kalmanek, E. A., & Cheng, C. H. C. (2017). Diversity and biogeography of larval and juvenile notothenioid fishes in McMurdo Sound, Antarctica. Polar Biology, 40(1), 161-176.",No,unheard of for fish,,No,unheard of for fish,,non-highland specialist,marine,demersal,NA,NA,Trematomus_bernacchii,max
Sally,Trematomus,hansoni,Nototheniidae,Marine,Animalia,Chordata,Actinopterygii,Perciformes,41,fishbase,,carnivore,fishbase,Non-migratory,"Volpedo, A. V., Tombari, A. D., & Echeverría, D. D. (2008). Eco-morphological patterns of the sagitta of Antarctic fish. Polar Biology, 31(5), 635-640.",100+,"PLD from few months to one year in notothenioids, depth limit over 500m (fishbase)",pelagic development,"pelagic larval stage - Van de Putte, A. P., Van Houdt, J. K. J., Maes, G. E., Janko, K., & Volckaert, F. A. M. (2008). The role of dispersal on the genetic structure of the trematomids Trematomus newnesi and T. bernacchii. lantaarnvis Electrona antarctica, 127.",No,unheard of for fish,,No,unheard of for fish,,non-highland specialist,marine,demersal,NA,NA,Trematomus_hansoni,max
Sally,Zoarces,viviparus,Zoarcidae,Marine,Animalia,Chordata,Actinopterygii,Perciformes,52,fishbase,,carnivore,fishbase,Non-migratory,"Pörtner, H. O., Berdal, B., Blust, R., Brix, O., Colosimo, A., De Wachter, B., ... & Zakhartsev, M. (2001). Climate induced temperature effects on growth performance, fecundity and recruitment in marine fish: developing a hypothesis for cause and effect relationships in Atlantic cod (Gadus morhua) and common eelpout (Zoarces viviparus). Continental Shelf Research, 21(18-19), 1975-1997.",10-100,gene flow suggests commonly moves up to 90km - IUCN,non-pelagic development and swimming adults,"livebearer - Voskoboinikova, O. S., & Laius, D. L. (2003). Osteological development of European eelpout Zoarces viviparus (Zoarcidae). Journal of Ichthyology, 43(8), 646-659.",No,unheard of for fish,,No,unheard of for fish,,non-highland specialist,marine,demersal,NA,NA,Zoarces_viviparus,max
Jenn,Pegusa,lascaris,Soleidae,Marine,Animalia,Chordata,Actinopterygii,Pleuronectiformes,40,fishbase,,carnivore,fishbase,Non-migratory,no report of large-scale migration,10-100,"PLD unknown duration, depth limit 350m",pelagic development,"pelagic larval stage - Primo, A. L., Azeiteiro, U. M., Marques, S. C., Martinho, F., Baptista, J., & Pardal, M. A. (2013). Colonization and nursery habitat use patterns of larval and juvenile flatfish species in a small temperate estuary. Journal of Sea Research, 76, 126-134.",No,unheard of for fish,,No,unheard of for fish,,non-highland specialist,marine,demersal,fishbase,NA,Pegusa_lascaris,max
Jenn,Sphoeroides,maculatus,Tetradontidae,Marine,Animalia,Chordata,Actinopterygii,Tetraodontiformes,36,fishbase,,carnivore,fishbase,Non-migratory,"Lyczkowski-Shultz, J. (1971). Age and growth of the northern puffer, Sphoeroides maculatus (Bloch and Schneider). - annual migration along the coast",1-10,"no info - guess based on potential to disperse seeds - Sumoski, S. E., & Orth, R. J. (2012). Biotic dispersal in eelgrass Zostera marina. Marine Ecology Progress Series, 471, 1-10.",non-pelagic development and swimming adults,no info - guess since demersal ,No,unheard of for fish,,No,unheard of for fish,,non-highland specialist,marine,demersal,NA,NA,Sphoeroides_maculatus,"max, min"
Sally,Diplodus,sargus,Sparidae,Marine,Animalia,Chordata,Actinopterygii,Perciformes,45,fishbase,,carnivore,fishbase,Migratory,oceanodromous - fishbase,10-100,"PLD 3-4 weeks and larvae swam 86.5km - Baptista, V., Morais, P., Cruz, J., Castanho, S., Ribeiro, L., Pousão-Ferreira, P., ... & Teodósio, M. A. (2019). Swimming abilities of temperate pelagic fish larvae prove that they may control their dispersion in coastal areas. Diversity, 11(10), 185.",pelagic development,"pelagic larval stage - Primo, A. L., Azeiteiro, U. M., Marques, S. C., Martinho, F., Baptista, J., & Pardal, M. A. (2013). Colonization and nursery habitat use patterns of larval and juvenile flatfish species in a small temperate estuary. Journal of Sea Research, 76, 126-134.",No,unheard of for fish,,No,unheard of for fish,,non-highland specialist,marine,demersal,NA,NA,Diplodus_sargus,max
Sally,Diplodus,vulgaris,Sparidae,Marine,Animalia,Chordata,Actinopterygii,Perciformes,45,fishbase,,carnivore,fishbase,Migratory,oceanodromous - fishbase,100+,"PLD 58 days, 160m depth limit - Macpherson, E., & Raventós, N. (2006). Relationship between pelagic larval duration and geographic distribution of Mediterranean littoral fishes. Marine Ecology Progress Series, 327, 257-265.",pelagic development,"pelagic larval stage - Macpherson, E., & Raventós, N. (2006). Relationship between pelagic larval duration and geographic distribution of Mediterranean littoral fishes. Marine Ecology Progress Series, 327, 257-265.",No,unheard of for fish,,No,unheard of for fish,,non-highland specialist,marine,benthopelagic,NA,NA,Diplodus_vulgaris,max
Jenn,Distaplia,occidentalis,Holozoidae,Marine,Animalia,Chordata,Ascidiacea,Aplousobranchia,10,sealifebase,,omnivore,filter feeding,Non-migratory,sessile,0-1,larval brooding and sessile adult ,non-pelagic development and sessile adults,"larval brooder - Reitzel, A. M., Miner, B. G., & McEdward, L. R. (2004). Relationships between spawning date and larval development time for benthic marine invertebrates: a modeling approach. Marine Ecology Progress Series, 280, 13-23.",NA,NA,,No,no info,,non-highland specialist,marine,benthic,sealifebase,NA,Distaplia_occidentalis,max
Jenn,Cnemidocarpa,bicornuta,Styelidae,Marine,Animalia,Chordata,Ascidiacea,Stolidobranchia,NA,NA,,omnivore,filter feeding,Non-migratory,sessile,1-10,lecithotrophic,pelagic development,lecithotrophic larval stage - sealifebase,NA,NA,,No,no info,,non-highland specialist,marine,benthic,NA,NA,Cnemidocarpa_bicornuta,max
Jenn,Echinometra,lucunter,Echinometridae,Marine,Animalia,Echinodermata,Echinoidea,Camarodonta,15,sealifebase,,omnivore,McClintock et al. (1982) Bulletin of Marine Science 32(1): 365-369,Non-migratory,taxa,10-100,"PLD two weeks, 45m depth limit",pelagic development,"planktotrophic larval stage - Metaxas, A., & Young, C. M. (1998). Responses of echinoid larvae to food patches of different algal densities. Marine Biology, 130(3), 433-445.",NA,NA,,No,no info,,non-highland specialist,marine,reef-associated,sealifebase,NA,Echinometra_lucunter,max
Jenn,Pseudechinus,huttoni,Temnopleuridae,Marine,Animalia,Echinodermata,Echinoidea,Camarodonta,4,Kirby et al. (2006) New Zealand Journal of Marine and Freshwater Research 40(3):413-428,maximum adult size,omnivore,scavenger (http://www.marinelife.ac.nz/species/994),Non-migratory,taxa,10-100,"PLD unknown,  planktotrophic larvae and deeper than 30m - Kirby, S., Lamare, M. D., & Barker, M. F. (2006). Growth and morphometrics in the New Zealand sea urchin Pseudechinus huttoni (Echinoidea: Temnopleuridae). New Zealand Journal of Marine and Freshwater Research, 40(3), 413-428.",pelagic development,"planktotrophic larval stage - Jeffery, C. H., Emlet, R. B., & Littlewood, D. T. J. (2003). Phylogeny and evolution of developmental mode in temnopleurid echinoids. Molecular Phylogenetics and Evolution, 28(1), 99-118.",NA,NA,,No,no info,,non-highland specialist,marine,benthic,NA,NA,Pseudechinus_huttoni,max
Jenn,Eucidaris,tribuloides,Cidaridae,Marine,Animalia,Echinodermata,Echinoidea,Cidaroida,13,sealifebase,maximum WD male/unsexed,omnivore,sealifebase,Non-migratory,taxa,1-10,lecithotrophic,pelagic development,"lecithotrophic larval stage - Wray, G. A., & Raff, R. A. (1991). Rapid evolution of gastrulation mechanisms in a sea urchin with lecithotrophic larvae. Evolution, 45(8), 1741-1750.",NA,NA,,No,no info,,non-highland specialist,marine,benthic,sealifebase,NA,Eucidaris_tribuloides,max
Jenn,Sterechinus,neumayeri,Echinidae,Marine,Animalia,Echinodermata,Echinoidea,Echinoida,7,Brey et al. (1995) Marine Biology 124: 279-292,maximum diameter,omnivore,Brockington et al. (2001) Marine Biology 139:127-138,Non-migratory,taxa,100+,"PLD not specified, metamorphosis after 115 days, found up to 500m depth (sealifebase) - Bosch, I., Beauchamp, K. A., Steele, M. E., & Pearse, J. S. (1987). Development, metamorphosis, and seasonal abundance of embryos and larvae of the Antarctic sea urchin Sterechinus neumayeri. The Biological Bulletin, 173(1), 126-135.",pelagic development,"pelagic larval stage - Bosch, I., Beauchamp, K. A., Steele, M. E., & Pearse, J. S. (1987). Development, metamorphosis, and seasonal abundance of embryos and larvae of the Antarctic sea urchin Sterechinus neumayeri. The Biological Bulletin, 173(1), 126-135.",NA,NA,,No,no info,,non-highland specialist,marine,benthic,sealifebase,NA,Sterechinus_neumayeri,max
Jenn,Bullia,rhodostoma,Nassariidae,Marine,Animalia,Gastropoda,Neogastropoda,Nassariidae,4,McLachlan and van der Horst (1979) South African Journal of Zoology 14(1): 49-53,mean length after 10 years,omnivore,scavenger - McLachlan and van der Horst (1979) South African Journal of Zoology 14(1): 49-53,Non-migratory,taxa,10-100,"non-pelagic larvae but high population connectivity, max depth 20 m - Muteveri, T., Matthee, C. A., Bowie, R. C. K., & von der Heyden, S. (2015). High population connectivity and Pleistocene range expansion in the direct-developing plough shell Bullia rhodostoma along the South African coast. African Journal of Marine Science, 37(1), 21-31.; Brown, A. C. (1969). Studies on the intertidal sandy-beach fauna of the Cape Peninsula (Doctoral dissertation, University of Cape Town).",non-pelagic development and crawling adults,"benthic larvae - Harris, L. R., Abrahams, K., Bezuidenhout, K., & Nel, R. (2017). The relative role of intrinsic and extrinsic factors driving alongshore movement of swash-riding smooth plough shells, Bullia rhodostoma. Journal of experimental marine biology and ecology, 486, 77-86.",NA,NA,,No,no info,,non-highland specialist,marine,benthic,sealifebase,NA,Bullia_rhodostoma,max
