Genus,Species,Kingdom,Phylum,Class,Order,Family,limit_type,Tpref,n_tpref,ref_Tpref,ref_from_ref,notes_Tpref,Tb,n_Tb,ref_Tb,notes_Tb
Niveoscincus,ocellatus,Animalia,Chordata,Reptilia,Squamata,Scincidae,"max, min",30,5,Yuni_et_al_2018,,mean of lower and upper values in 25th percentile,,,,
Niveoscincus,ocellatus,Animalia,Chordata,Reptilia,Squamata,Scincidae,"max, min",28.64,5,Yuni_et_al_2018,,mean of lower and upper values in 25th percentile,,,,
Niveoscincus,ocellatus,Animalia,Chordata,Reptilia,Squamata,Scincidae,"max, min",29.88,5,Yuni_et_al_2018,,mean of lower and upper values in 25th percentile,,,,
Niveoscincus,ocellatus,Animalia,Chordata,Reptilia,Squamata,Scincidae,"max, min",28.56,5,Yuni_et_al_2018,,mean of lower and upper values in 25th percentile,,,,
Niveoscincus,ocellatus,Animalia,Chordata,Reptilia,Squamata,Scincidae,"max, min",29.58,5,Yuni_et_al_2018,,mean of lower and upper values in 25th percentile,,,,
Niveoscincus,ocellatus,Animalia,Chordata,Reptilia,Squamata,Scincidae,"max, min",29.63,5,Yuni_et_al_2018,,mean of lower and upper values in 25th percentile,,,,
Niveoscincus,ocellatus,Animalia,Chordata,Reptilia,Squamata,Scincidae,"max, min",30.88,5,Yuni_et_al_2018,,mean of lower and upper values in 25th percentile,,,,
Niveoscincus,ocellatus,Animalia,Chordata,Reptilia,Squamata,Scincidae,"max, min",29.68,5,Yuni_et_al_2018,,mean of lower and upper values in 25th percentile,,,,
Niveoscincus,ocellatus,Animalia,Chordata,Reptilia,Squamata,Scincidae,"max, min",30.88,5,Yuni_et_al_2018,,mean of lower and upper values in 25th percentile,,,,
Notechis,scutatus,Animalia,Chordata,Reptilia,Squamata,Elapidae,"max, min",26.5,11,Ladyman_and_Bradshaw_2003,,,,,,
Notechis,scutatus,Animalia,Chordata,Reptilia,Squamata,Elapidae,"max, min",19.7,6,Ladyman_and_Bradshaw_2003,,,,,,
Notechis,scutatus,Animalia,Chordata,Reptilia,Squamata,Elapidae,"max, min",27.45,10,Ladyman_and_Bradshaw_2003,,,,,,
Notechis,scutatus,Animalia,Chordata,Reptilia,Squamata,Elapidae,"max, min",23.3,9,Ladyman_and_Bradshaw_2003,,,,,,
Notechis,scutatus,Animalia,Chordata,Reptilia,Squamata,Elapidae,"max, min",32.2,7,Lillywhite_1980,,,,,,
Phrynosoma,cornutum,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,"max, min",36.3,9,Russel_1997,,,,,,
Phrynosoma,cornutum,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,"max, min",38.5,10,Prieto_and_Whitford_1971,,,,,,
Phrynosoma,cornutum,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,"max, min",34.2,97,Lara-Reséndiz_et_al_2015,,,,,,
Phymaturus,antofagastensis,Animalia,Chordata,Reptilia,Squamata,Liolaemidae,"max, min",33.2,58,Cruz_et_al_2009,,,,,,
Phymaturus,dorsimaculatus,Animalia,Chordata,Reptilia,Squamata,Liolaemidae,"max, min",34.1,3,Cruz_et_al_2011,,,,,,
Phymaturus,dorsimaculatus,Animalia,Chordata,Reptilia,Squamata,Liolaemidae,"max, min",36.3,17,Cruz_et_al_2009,,,,,,
Liolaemus,schroederi,Animalia,Chordata,Reptilia,Squamata,Iguanidae,min,34.9,9,Labra_1998,,,,,,
Phymaturus,indistinctus,Animalia,Chordata,Reptilia,Squamata,Liolaemidae,"max, min",34.1,5,Cruz_et_al_2009,,,,,,
Liolaemus,tenuis,Animalia,Chordata,Reptilia,Squamata,Iguanidae,min,37.2,4,Labra_1998,,subspecies: tenuis,,,,
Liolaemus,tenuis,Animalia,Chordata,Reptilia,Squamata,Iguanidae,min,35.36,9,Labra_et_al_2008,Labra_et_al_2009,subspecies: punctatisimus,,,,
Liolaemus,vallecurensis,Animalia,Chordata,Reptilia,Squamata,Iguanidae,min,35.91,4,Labra_et_al_2008,Labra_et_al_2009,,,,,
Liolaemus,walkeri,Animalia,Chordata,Reptilia,Squamata,Iguanidae,min,33.76,2,Labra_et_al_2008,Labra_et_al_2009,,,,,
Phymaturus,palluma,Animalia,Chordata,Reptilia,Squamata,Liolaemidae,"max, min",35.3,18,Cruz_et_al_2009,,,,,,
Phymaturus,somuncurensis,Animalia,Chordata,Reptilia,Squamata,Liolaemidae,"max, min",32.8,17,Cruz_et_al_2009,,,,,,
Masticophis,anthonyi,Animalia,Chordata,Reptilia,Squamata,Colubridae,max,NA,,,,,,,,
Masticophis,lateralis,Animalia,Chordata,Reptilia,Squamata,Colubridae,max,32.9,,Clusella-Trullas_et_al_2011,,,,,,
Meroles,suborbitalis,Animalia,Chordata,Reptilia,Squamata,Lacertidae,max,NA,,,,,36.8,124,Huey_and_Pianka_1977,summer mean
Phymaturus,tenebrosus,Animalia,Chordata,Reptilia,Squamata,Liolaemidae,"max, min",35.4,34,Cabezas-Cartes_et_al_2019,,,,,,
Phymaturus,tenebrosus,Animalia,Chordata,Reptilia,Squamata,Liolaemidae,"max, min",31.1,22,Cruz_et_al_2009,,,,,,
Morethia,butleri,Animalia,Chordata,Reptilia,Squamata,Scincidae,max,NA,,,,,33.6,,Meiri_et_al_2018,
Morethia,lineoocellata,Animalia,Chordata,Reptilia,Squamata,Scincidae,max,NA,,,,,NA,,,
Morethia,obscura,Animalia,Chordata,Reptilia,Squamata,Scincidae,max,NA,,,,,34.68,18,Pianka_2014,
Morethia,taeniopleura,Animalia,Chordata,Reptilia,Squamata,Scincidae,max,NA,,,,,NA,,,
Phymaturus,zapalensis,Animalia,Chordata,Reptilia,Squamata,Liolaemidae,"max, min",35.84,16,Duran_et_al_2018,,,,,,
Niveoscincus,coventryi,Animalia,Chordata,Reptilia,Squamata,Scincidae,max,NA,,,,,27,,Meiri_et_al_2018,
Platysaurus,intermedius,Animalia,Chordata,Reptilia,Squamata,Cordylidae,"max, min",31.5,,Clusella-Trullas_et_al_2007,Lailvaux et al. 2003,subspecies; wilhelmi,,,,
Plestiodon,chinensis,Animalia,Chordata,Reptilia,Squamata,Scincidae,"max, min",31.78,17,Shu_et_al_2010,,different food and temperaure treatments,,,,
Plestiodon,chinensis,Animalia,Chordata,Reptilia,Squamata,Scincidae,"max, min",31.85,17,Shu_et_al_2010,,different food and temperaure treatments,,,,
Plestiodon,chinensis,Animalia,Chordata,Reptilia,Squamata,Scincidae,"max, min",32.49,17,Shu_et_al_2010,,different food and temperaure treatments,,,,
Plestiodon,chinensis,Animalia,Chordata,Reptilia,Squamata,Scincidae,"max, min",30.22,17,Shu_et_al_2010,,different food and temperaure treatments,,,,
Plestiodon,elegans,Animalia,Chordata,Reptilia,Squamata,Scincidae,"max, min",NA,,,,,31,,Meiri_et_al_2018,
Pedioplanis,lineoocellata,Animalia,Chordata,Reptilia,Squamata,Lacertidae,max,NA,,,,,37.5,,Meiri_et_al_2018,
Petrosaurus,mearnsi,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,max,NA,,,,,36,,Meiri_et_al_2018,
Plestiodon,gilberti,Animalia,Chordata,Reptilia,Squamata,Scincidae,"max, min",29.1,16,Tracy_2017,,,,,,
Phrynosoma,coronatum,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,max,35,69,Ramirez_Enriquez_2018,,,,,,
Phrynosoma,platyrhinos,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,max,36,211,Pianka_and_Parker_1975,,,,,,
Phrynosoma,platyrhinos,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,max,36.8,NA,Clarke_1963,,,,,,
Phrynosoma,platyrhinos,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,max,31.76,6,Kitchell_1969,,,,,,
Phyllorhynchus,decurtatus,Animalia,Chordata,Reptilia,Squamata,Colubridae,max,NA,,,,,,,,
Podarcis,muralis,Animalia,Chordata,Reptilia,Squamata,Lacertidae,"max, min",34.15,15,Bauwens_and_Garland_1995,,median body temp,,,,
Podarcis,muralis,Animalia,Chordata,Reptilia,Squamata,Lacertidae,"max, min",33.755,NA,Pafilis_et_al_2006,,,,,,
Protobothrops,mucrosquamatus,Animalia,Chordata,Reptilia,Squamata,Viperidae,"max, min",NA,,,,,,,,
Psammodromus,algirus,Animalia,Chordata,Reptilia,Squamata,Lacertidae,"max, min",35.19,33,Zamora-Camacho_et_al_2016,,across elevation,,,,
Psammodromus,algirus,Animalia,Chordata,Reptilia,Squamata,Lacertidae,"max, min",35.19,26,Zamora-Camacho_et_al_2016,,across elevation,,,,
Psammodromus,algirus,Animalia,Chordata,Reptilia,Squamata,Lacertidae,"max, min",35.13,28,Zamora-Camacho_et_al_2016,,across elevation,,,,
Psammodromus,algirus,Animalia,Chordata,Reptilia,Squamata,Lacertidae,"max, min",34.3,40,Zamora-Camacho_et_al_2016,,across elevation,,,,
Psammodromus,algirus,Animalia,Chordata,Reptilia,Squamata,Lacertidae,"max, min",34.81,39,Zamora-Camacho_et_al_2016,,across elevation,,,,
Psammodromus,algirus,Animalia,Chordata,Reptilia,Squamata,Lacertidae,"max, min",34.62,34,Zamora-Camacho_et_al_2016,,across elevation,,,,
Psammodromus,algirus,Animalia,Chordata,Reptilia,Squamata,Lacertidae,"max, min",35.6,13,Diaz_1997,,median selected Tb,,,,
Psammodromus,algirus,Animalia,Chordata,Reptilia,Squamata,Lacertidae,"max, min",35.4,13,Bauwens_and_Garland_1995,,Median tb,,,,
Psammodromus,hispanicus,Animalia,Chordata,Reptilia,Squamata,Lacertidae,"max, min",35.1,4,Bauwens_and_Garland_1995,,Median tb,,,,
Pseudemoia,entrecasteauxii,Animalia,Chordata,Reptilia,Squamata,Scincidae,"max, min",32.5,3,Bennett_and_John-Alder_1986,,,,,,
Pseudemoia,entrecasteauxii,Animalia,Chordata,Reptilia,Squamata,Scincidae,"max, min",33.9,4,Bennett_and_John-Alder_1986,,,,,,
Pseudemoia,entrecasteauxii,Animalia,Chordata,Reptilia,Squamata,Scincidae,"max, min",31,10,Bennett_and_John-Alder_1986,,,,,,
Pseudemoia,entrecasteauxii,Animalia,Chordata,Reptilia,Squamata,Scincidae,"max, min",32.63,32,Stapley_2006,,,,,,
Pseudemoia,spenceri,Animalia,Chordata,Reptilia,Squamata,Scincidae,"max, min",31,,Clusella-Trullas_et_al_2011,,,,,,
Pseudonaja,textilis,Animalia,Chordata,Reptilia,Squamata,Elapidae,"max, min",34.5,2,Lillywhite_1980,,,,,,
Pituophis,catenifer,Animalia,Chordata,Reptilia,Squamata,Colubridae,max,NA,,,,,29.3,17,Kapfer_et_al_2008,summer months only
Pituophis,catenifer,Animalia,Chordata,Reptilia,Squamata,Colubridae,max,NA,,,,,27.6,52,Kapfer_et_al_2008,summer months only
Pituophis,catenifer,Animalia,Chordata,Reptilia,Squamata,Colubridae,max,NA,,,,,25.9,53,Kapfer_et_al_2008,summer months only
Pituophis,catenifer,Animalia,Chordata,Reptilia,Squamata,Colubridae,max,NA,,,,,27.3,44,Kapfer_et_al_2008,summer months only
Pituophis,catenifer,Animalia,Chordata,Reptilia,Squamata,Colubridae,max,NA,,,,,28.6,82,Kapfer_et_al_2008,summer months only
Pituophis,catenifer,Animalia,Chordata,Reptilia,Squamata,Colubridae,max,NA,,,,,28.2,75,Kapfer_et_al_2008,summer months only
Pituophis,catenifer,Animalia,Chordata,Reptilia,Squamata,Colubridae,max,NA,,,,,26.8,105,Kapfer_et_al_2008,summer months only
Rankinia,diemensis,Animalia,Chordata,Reptilia,Squamata,Agamidae,"max, min",NA,,,,,,,,
Sceloporus,graciosus,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,"max, min",34.6,7,Mueller_1970,,,,,,
Sceloporus,graciosus,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,"max, min",29.7,8,Mueller_1970,,,,,,
Sceloporus,graciosus,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,"max, min",29.4,8,Mueller_1970,,,,,,
Sceloporus,graciosus,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,"max, min",32.3,11,Mueller_1970,,,,,,
Sceloporus,graciosus,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,"max, min",33.8,8,Mueller_1970,,,,,,
Sceloporus,graciosus,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,"max, min",33.2,11,Mueller_1970,,,,,,
Sceloporus,graciosus,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,"max, min",34.2,8,Mueller_1970,,,,,,
Sceloporus,graciosus,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,"max, min",30.6,11,Mueller_1970,,,,,,
Sceloporus,graciosus,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,"max, min",33,8,Mueller_1970,,,,,,
Sceloporus,graciosus,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,"max, min",36,4,Licht_1965,,,,,,
Sceloporus,graciosus,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,"max, min",39,4,Licht_1965,,,,,,
Sceloporus,malachiticus,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,"max, min",NA,,,,,31,,Meiri_et_al_2018,
Sceloporus,merriami,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,"max, min",NA,,,,,34.6,,Meiri_et_al_2018,
Plestiodon,obsoletus,Animalia,Chordata,Reptilia,Squamata,Scincidae,max,NA,,,,,33,,Meiri_et_al_2018,
Plestiodon,skiltonianus,Animalia,Chordata,Reptilia,Squamata,Scincidae,max,29.1,13,Tracy_2017,,,,,,
Podarcis,bocagei,Animalia,Chordata,Reptilia,Squamata,Lacertidae,max,31.1,37,Sannolo_et_al_2018,,,,,,
Podarcis,bocagei,Animalia,Chordata,Reptilia,Squamata,Lacertidae,max,35.15,15,Bauwens_and_Garland_1995,,median Tb,,,,
Podarcis,lilfordi,Animalia,Chordata,Reptilia,Squamata,Lacertidae,max,32.85,20,Ortega_and_Perez-Mellado_2017,,mean Tb,,,,
Podarcis,lilfordi,Animalia,Chordata,Reptilia,Squamata,Lacertidae,max,34.1,44,Edward_1984,,different acclimation temperatures and weeks ,,,,
Podarcis,lilfordi,Animalia,Chordata,Reptilia,Squamata,Lacertidae,max,33.2,46,Edward_1984,,different acclimation temperatures and weeks ,,,,
Podarcis,lilfordi,Animalia,Chordata,Reptilia,Squamata,Lacertidae,max,34.5,34,Edward_1984,,different acclimation temperatures and weeks ,,,,
Podarcis,lilfordi,Animalia,Chordata,Reptilia,Squamata,Lacertidae,max,33.8,30,Edward_1984,,different acclimation temperatures and weeks ,,,,
Podarcis,lilfordi,Animalia,Chordata,Reptilia,Squamata,Lacertidae,max,33.5,34,Edward_1984,,different acclimation temperatures and weeks ,,,,
Podarcis,lilfordi,Animalia,Chordata,Reptilia,Squamata,Lacertidae,max,34.2,40,Edward_1984,,different acclimation temperatures and weeks ,,,,
Podarcis,lilfordi,Animalia,Chordata,Reptilia,Squamata,Lacertidae,max,35,11,Bauwens_and_Garland_1995,,median Tb,,,,
Sceloporus,occidentalis,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,"max, min",35,14,Crowley_1985,Brattstrom 1965,,,,,
Sceloporus,occidentalis,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,"max, min",33.8,14,Wilhoft_and_Anderson_1960,,different acclimation temperatures,,,,
Sceloporus,occidentalis,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,"max, min",33.7,43,Wilhoft_and_Anderson_1960,,different acclimation temperatures,,,,
Sceloporus,occidentalis,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,"max, min",33.2,25,Wilhoft_and_Anderson_1960,,different acclimation temperatures,,,,
Sceloporus,occidentalis,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,"max, min",33.6,21,Wilhoft_and_Anderson_1960,,different acclimation temperatures,,,,
Sceloporus,occidentalis,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,"max, min",30.1,52,Wilhoft_and_Anderson_1960,,different acclimation temperatures,,,,
Podarcis,tiliguerta,Animalia,Chordata,Reptilia,Squamata,Lacertidae,max,35.45,19,Bauwens_and_Garland_1995,,median Tb,,,,
Podarcis,tiliguerta,Animalia,Chordata,Reptilia,Squamata,Lacertidae,max,35.47,40,Van_Damme_et_al_1989,,,,,,
Podarcis,tiliguerta,Animalia,Chordata,Reptilia,Squamata,Lacertidae,max,35.5,56,Van_Damme_et_al_1989,,,,,,
Sceloporus,undulatus,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,"max, min",34.5,,Crowley_1987,,"hydrated, active",,,,
Sceloporus,undulatus,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,"max, min",32.4,,Crowley_1987,,"dessicated, active",,,,
Sceloporus,undulatus,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,"max, min",29.6,,Crowley_1987,,"hydrated, inactive",,,,
Sceloporus,undulatus,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,"max, min",28,,Crowley_1987,,"dessicated, inactive",,,,
Sceloporus,undulatus,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,"max, min",35.2,40,Crowley_1985,,,,,,
Sceloporus,undulatus,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,"max, min",35.4,60,Sartorius_2002,,,,,,
Sceloporus,undulatus,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,"max, min",34-35,NA,Clarke_1963,,,,,,
Sceloporus,variabilis,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,"max, min",NA,,,,,32.9,,Meiri_et_al_2018,
Sphaerodactylus,gaigeae,Animalia,Chordata,Reptilia,Squamata,Sphaerodactylidae,"max, min",31.6,NA,Martin_et_al_2008,,,,,,
Pseudechis,porphyriacus,Animalia,Chordata,Reptilia,Squamata,Elapidae,min,NA,,,,,,,,
Sphaerodactylus,klauberi,Animalia,Chordata,Reptilia,Squamata,Sphaerodactylidae,"max, min",30.8,NA,Martin_et_al_2008,,,,,,
Sphaerodactylus,macrolepis,Animalia,Chordata,Reptilia,Squamata,Sphaerodactylidae,"max, min",30.6,NA,Martin_et_al_2008,,,,,,
Pseudocordylus,melanotus,Animalia,Chordata,Reptilia,Squamata,Cordylidae,min,30.535,75,McConnachie_et_al_2009,,"subspecies, average across summer and winter",,,,
Pseudonaja,nuchalis,Animalia,Chordata,Reptilia,Squamata,Elapidae,min,NA,,,,,,,,
Sphaerodactylus,nicholsi,Animalia,Chordata,Reptilia,Squamata,Sphaerodactylidae,"max, min",32.6,NA,Martin_et_al_2008,,,,,,
Ptenopus,garrulus,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,max,NA,,,,,21.9,,Meiri_et_al_2018,
Sphaerodactylus,roosevelti,Animalia,Chordata,Reptilia,Squamata,Sphaerodactylidae,"max, min",29.3,NA,Martin_et_al_2008,,,,,,
Rhinocheilus,lecontei,Animalia,Chordata,Reptilia,Squamata,Colubridae,max,NA,,,,,,,,
Saiphos,equalis,Animalia,Chordata,Reptilia,Squamata,Scincidae,max,20.8,14,Wu_et_al_2009,,,,,,
Saiphos,equalis,Animalia,Chordata,Reptilia,Squamata,Scincidae,max,19.5,9,Wu_et_al_2009,,,,,,
Saiphos,equalis,Animalia,Chordata,Reptilia,Squamata,Scincidae,max,22.1,5,Wu_et_al_2009,,,,,,
Saiphos,equalis,Animalia,Chordata,Reptilia,Squamata,Scincidae,max,19.8,5,Wu_et_al_2009,,,,,,
Saproscincus,basiliscus,Animalia,Chordata,Reptilia,Squamata,Scincidae,max,NA,,,,,,,,
Sphaerodactylus,townsendi,Animalia,Chordata,Reptilia,Squamata,Sphaerodactylidae,"max, min",28.7,NA,Martin_et_al_2008,,,,,,
Sceloporus,grammicus,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,max,32.9,15,Lara-Resendiz_et_al_2014,,,,,,
Sceloporus,grammicus,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,max,30.8,96,Vega-Perez_et_al_2019,,,,,,
Sceloporus,grammicus,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,max,30.4,121,Vega-Perez_et_al_2019,,,,,,
Sceloporus,grammicus,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,max,27.9,44,Vega-Perez_et_al_2019,,,,,,
Sceloporus,grammicus,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,max,30.1,197,Vega-Perez_et_al_2019,,,,,,
Sceloporus,magister,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,max,34.53,4,Parker_and_Pianka_1973,,different acclimation temperatures,,,,
Sceloporus,magister,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,max,36.69,6,Parker_and_Pianka_1973,,,,,,
Sceloporus,magister,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,max,33.2,36,Engbretson_and_Hutchinson_1974,,,,,,
Sceloporus,magister,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,max,37.2,24,Sartorius_2002,,,,,,
Sphenomorphus,incognitus,Animalia,Chordata,Reptilia,Squamata,Scincidae,"max, min",NA,,,,,,,,
Sphenomorphus,indicus,Animalia,Chordata,Reptilia,Squamata,Scincidae,"max, min",26.48,16,Du_et_al_2006,,male,,,,
Sphenomorphus,indicus,Animalia,Chordata,Reptilia,Squamata,Scincidae,"max, min",24.91,16,Du_et_al_2006,,female,,,,
Sphenomorphus,indicus,Animalia,Chordata,Reptilia,Squamata,Scincidae,"max, min",25.7,51,Ji_et_al_1997,,,,,,
Takydromus,formosanus,Animalia,Chordata,Reptilia,Squamata,Lacertidae,"max, min",NA,,,,,,,,
Takydromus,hsuehshanensis,Animalia,Chordata,Reptilia,Squamata,Lacertidae,"max, min",32.1,21,Huang_et_al_2014,,,,,,
Takydromus,septentrionalis,Animalia,Chordata,Reptilia,Squamata,Lacertidae,"max, min",32.6,8,Yang_et_al_2008,,"different populations, sexes",,,,
Takydromus,septentrionalis,Animalia,Chordata,Reptilia,Squamata,Lacertidae,"max, min",33.8,9,Yang_et_al_2008,,"different populations, sexes",,,,
Takydromus,septentrionalis,Animalia,Chordata,Reptilia,Squamata,Lacertidae,"max, min",33.2,20,Yang_et_al_2008,,"different populations, sexes",,,,
Takydromus,septentrionalis,Animalia,Chordata,Reptilia,Squamata,Lacertidae,"max, min",33.2,24,Yang_et_al_2008,,"different populations, sexes",,,,
Takydromus,septentrionalis,Animalia,Chordata,Reptilia,Squamata,Lacertidae,"max, min",32.6,32,Yang_et_al_2008,,"different populations, sexes",,,,
Takydromus,septentrionalis,Animalia,Chordata,Reptilia,Squamata,Lacertidae,"max, min",33.1,44,Yang_et_al_2008,,"different populations, sexes",,,,
Takydromus,septentrionalis,Animalia,Chordata,Reptilia,Squamata,Lacertidae,"max, min",33.6,11,Yang_et_al_2008,,"different populations, sexes",,,,
Takydromus,septentrionalis,Animalia,Chordata,Reptilia,Squamata,Lacertidae,"max, min",33,7,Yang_et_al_2008,,"different populations, sexes",,,,
Sceloporus,woodi,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,max,37.25,,Neel_2016,,,,,,
Scelotes,gronovii,Animalia,Chordata,Reptilia,Squamata,Scincidae,max,30.4,,Clusella-Trullas_et_al_2011,,,23,,Meiri_et_al_2018,
Takydromus,sexlineatus,Animalia,Chordata,Reptilia,Squamata,Lacertidae,"max, min",31.5,38,Zhang_and_Ji_2004,,,,,,
Takydromus,stejnegeri,Animalia,Chordata,Reptilia,Squamata,Lacertidae,"max, min",NA,,,,,NA,,,
Tarentola,boettgeri,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,"max, min",33,,Clusella-Trullas_et_al_2011,,,19.8,,Meiri_et_al_2018,
Thamnophis,elegans,Animalia,Chordata,Reptilia,Squamata,Colubridae,"max, min",30.7,8,Scott_and_Pettus_1979,,sampled in different seasons,,,,
Thamnophis,elegans,Animalia,Chordata,Reptilia,Squamata,Colubridae,"max, min",24.5,8,Scott_and_Pettus_1979,,sampled in different seasons,,,,
Thamnophis,ordinoides,Animalia,Chordata,Reptilia,Squamata,Colubridae,"max, min",27.6,46,Stewart_1965,,,,,,
Thamnophis,sirtalis,Animalia,Chordata,Reptilia,Squamata,Colubridae,"max, min",28,4,Lysenko_and_Gillis_1980,,,,,,
Thamnophis,sirtalis,Animalia,Chordata,Reptilia,Squamata,Colubridae,"max, min",28.2,4,Lysenko_and_Gillis_1980,,,,,,
Thamnophis,sirtalis,Animalia,Chordata,Reptilia,Squamata,Colubridae,"max, min",25.7,4,Lysenko_and_Gillis_1980,,,,,,
Thamnophis,sirtalis,Animalia,Chordata,Reptilia,Squamata,Colubridae,"max, min",30.1,4,Lysenko_and_Gillis_1980,,,,,,
Thamnophis,sirtalis,Animalia,Chordata,Reptilia,Squamata,Colubridae,"max, min",29.29,6,Kitchell_1969,,,,,,
Thamnophis,sirtalis,Animalia,Chordata,Reptilia,Squamata,Colubridae,"max, min",29.74,21,Abney_2019,,subspecies:sirtalis,,,,
Thamnophis,sirtalis,Animalia,Chordata,Reptilia,Squamata,Colubridae,"max, min",29.4,20,Taylor_and_Davies_1981,,subspecies: parietalis,,,,
Tiliqua,nigrolutea,Animalia,Chordata,Reptilia,Squamata,Scincidae,"max, min",34.8,NA,Bennett_and_John-Alder_1986,,,,,,
Tiliqua,rugosa,Animalia,Chordata,Reptilia,Squamata,Scincidae,"max, min",32.6,10,Wilson_1974,,,,,,
Tiliqua,rugosa,Animalia,Chordata,Reptilia,Squamata,Scincidae,"max, min",33.8,13,Light_et_al_1966,,,,,,
Tiliqua,rugosa,Animalia,Chordata,Reptilia,Squamata,Scincidae,"max, min",21.9,10,Bennett_and_John-Alder_1986,,,,,,
Tiliqua,rugosa,Animalia,Chordata,Reptilia,Squamata,Scincidae,"max, min",32.6,10,Bennett_and_John-Alder_1986,"Wilson, 1974",,,,,
Storeria,occipitomaculata,Animalia,Chordata,Reptilia,Squamata,Colubridae,max,NA,,,,,NA,,,
Trapelus,savignii,Animalia,Chordata,Reptilia,Squamata,Agamidae,"max, min",NA,,,,,36,,Meiri_et_al_2018,
Uta,stansburiana,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,"max, min",33.9–37.2,,Sartorius_et_al_1969,,range given,,,,
Uta,stansburiana,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,"max, min",36.49–38.56,,Paranjpe_et_al_2013,,range given,,,,
Varanus,varius,Animalia,Chordata,Reptilia,Squamata,Varanidae,"max, min",NA,,,,,34.9,,Meiri_et_al_2018,
Xantusia,riversiana,Animalia,Chordata,Reptilia,Squamata,Xantusiidae,"max, min",31.3,36,Ehrenberger_2010,,multiple populatipns,,,,
Xantusia,riversiana,Animalia,Chordata,Reptilia,Squamata,Xantusiidae,"max, min",31.5,42,Ehrenberger_2010,,multiple populatipns,,,,
Xantusia,riversiana,Animalia,Chordata,Reptilia,Squamata,Xantusiidae,"max, min",31.6,33,Ehrenberger_2010,,multiple populatipns,,,,
Xantusia,riversiana,Animalia,Chordata,Reptilia,Squamata,Xantusiidae,"max, min",31.5,44,Ehrenberger_2010,,multiple populatipns,,,,
Xantusia,riversiana,Animalia,Chordata,Reptilia,Squamata,Xantusiidae,"max, min",32.5,41,Ehrenberger_2010,,multiple populatipns,,,,
Xantusia,riversiana,Animalia,Chordata,Reptilia,Squamata,Xantusiidae,"max, min",31.6,39,Ehrenberger_2010,,multiple populatipns,,,,
Xantusia,riversiana,Animalia,Chordata,Reptilia,Squamata,Xantusiidae,"max, min",31.7,42,Ehrenberger_2010,,multiple populatipns,,,,
Xantusia,vigilis,Animalia,Chordata,Reptilia,Squamata,Xantusiidae,"max, min",31,16,Kaufmann_and_Bennett_1989,,multiple acclimation temps,,,,
