"range","sensitivity_type","limit_type","genus_species","source","realm","dormancy","filling_type","filling_value","lat_mp","range_area_km2","edge_type","type","Genus","Species","data_gatherer","habitat_data_gatherer","Kingdom","Phylum","Class","Order","Family","maximum_body_size_SVL_HBL_cm_","Source_for_maximum_body_size","notes_on_body_size_e_g_type_of_metric_","Trophic_position","Source_logic_for_trophic_position","migratory_","source_logic_for_migration_info","dispersal_distance_category","logic_source_for_dispersal_distance","dispersal_ability_category","logic_source_for_dispersal_type","cold_season_dormancy_","source_logic_for_cold_season_dormancy","notes_for_cold_season_dormancy","hot_season_dormancy_","source_logic_for_hot_season_dormancy","notes_for_hot_season_dormancy","highland_specialist","source_logic_for_highland_specialist","coastal_or_oceanic","notes_logic","coastal_or_oceanic_source","upper_depth_limit","lower_depth_limit","usual_range","depth_distribution_source","lower_elevation_limit_meters","upper_elevation_limit_meters","elevational_range_source","pelagic_habitat_for_marine_species","source_logic_for_pelagic_habitat","notes","newly_added","metric","dispersal_distance_continuous","abs_lat_mp","log_maximum_body_size","dispersal_ability_category_general","rr_cells","log_range_area"
"Liolaemus_lemniscatus_IUCN","Te","tmin","Liolaemus_lemniscatus","IUCN","Terrestrial","cold","cold_over",6.1224332600832,-36.309657697,144083,"cold","min","Liolaemus","lemniscatus","Ignacio","Sarah","Animalia","Chordata","Reptilia","Squamata","Iguanidae",5.4,"Meiri 2008","max adult SVL","omnivore","Labra 2012","Non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","Stellatelli, O. A., Block, C., Moreno-Azócar, D. L., Vega, L. E., Isacch, J. P., & Cruz, F. B. (2016). Scale dependency of Liolaemus lizards’ home range in response to different environmental variables. Current Zoology, 62(6), 521-530.","walking","Squamate walking tetrapod","Yes","Acosta, J. C., Alés, R. G., Blanco, G., Escudero, P. C., & Avila, L. J. (2020). General Ecology of Patagonian Lizards. In Lizards of Patagonia (pp. 293-334). Springer, Cham.","","No","no info - based on climate","","non-highland specialist","IUCN",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",0,2100,"IUCN",NA,"terrestrial",NA,NA,"ct",1,36.309657697,1.68639895357023,"walking",25,3.2188758248682
"Liolaemus_lemniscatus_IUCN","Te_tpref","tmin","Liolaemus_lemniscatus","IUCN","Terrestrial","cold","cold_over",6.1224332600832,-36.309657697,144083,"cold","min","Liolaemus","lemniscatus","Ignacio","Sarah","Animalia","Chordata","Reptilia","Squamata","Iguanidae",5.4,"Meiri 2008","max adult SVL","omnivore","Labra 2012","Non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","Stellatelli, O. A., Block, C., Moreno-Azócar, D. L., Vega, L. E., Isacch, J. P., & Cruz, F. B. (2016). Scale dependency of Liolaemus lizards’ home range in response to different environmental variables. Current Zoology, 62(6), 521-530.","walking","Squamate walking tetrapod","Yes","Acosta, J. C., Alés, R. G., Blanco, G., Escudero, P. C., & Avila, L. J. (2020). General Ecology of Patagonian Lizards. In Lizards of Patagonia (pp. 293-334). Springer, Cham.","","No","no info - based on climate","","non-highland specialist","IUCN",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",0,2100,"IUCN",NA,"terrestrial",NA,NA,"ct",1,36.309657697,1.68639895357023,"walking",25,3.2188758248682
"Liolaemus_lemniscatus_IUCN","Te_tpreftb","tmin","Liolaemus_lemniscatus","IUCN","Terrestrial","cold","cold_over",6.1224332600832,-36.309657697,144083,"cold","min","Liolaemus","lemniscatus","Ignacio","Sarah","Animalia","Chordata","Reptilia","Squamata","Iguanidae",5.4,"Meiri 2008","max adult SVL","omnivore","Labra 2012","Non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","Stellatelli, O. A., Block, C., Moreno-Azócar, D. L., Vega, L. E., Isacch, J. P., & Cruz, F. B. (2016). Scale dependency of Liolaemus lizards’ home range in response to different environmental variables. Current Zoology, 62(6), 521-530.","walking","Squamate walking tetrapod","Yes","Acosta, J. C., Alés, R. G., Blanco, G., Escudero, P. C., & Avila, L. J. (2020). General Ecology of Patagonian Lizards. In Lizards of Patagonia (pp. 293-334). Springer, Cham.","","No","no info - based on climate","","non-highland specialist","IUCN",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",0,2100,"IUCN",NA,"terrestrial",NA,NA,"ct",1,36.309657697,1.68639895357023,"walking",25,3.2188758248682
"Liolaemus_leopardinus_IUCN","acclimatized","tmin","Liolaemus_leopardinus","IUCN","Terrestrial","cold","cold_under",-11.0732452,-33.158935667,1315,"cold","min","Liolaemus","leopardinus","Ignacio","Sarah","Animalia","Chordata","Reptilia","Squamata","Iguanidae",9.4,"Meiri 2008","max adult SVL","omnivore","Labra 2012","Non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","Stellatelli, O. A., Block, C., Moreno-Azócar, D. L., Vega, L. E., Isacch, J. P., & Cruz, F. B. (2016). Scale dependency of Liolaemus lizards’ home range in response to different environmental variables. Current Zoology, 62(6), 521-530.","walking","Squamate walking tetrapod","Yes","Meiri, S., Bauer, A. M., Chirio, L., Colli, G. R., Das, I., Doan, T. M., ... & Van Damme, R. (2013). Are lizards feeling the heat? A tale of ecology and evolution under two temperatures. Global Ecology and Biogeography, 22(7), 834-845.","active during summer","No","no info - based on climate","","highland specialist","IUCN",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",1800,3000,"IUCN",NA,"terrestrial",NA,NA,"ct",1,33.158935667,2.24070968927596,"walking",2,0.693147180559945
"Liolaemus_leopardinus_IUCN","Te","tmin","Liolaemus_leopardinus","IUCN","Terrestrial","cold","cold_under",-7.81966996192929,-33.158935667,1315,"cold","min","Liolaemus","leopardinus","Ignacio","Sarah","Animalia","Chordata","Reptilia","Squamata","Iguanidae",9.4,"Meiri 2008","max adult SVL","omnivore","Labra 2012","Non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","Stellatelli, O. A., Block, C., Moreno-Azócar, D. L., Vega, L. E., Isacch, J. P., & Cruz, F. B. (2016). Scale dependency of Liolaemus lizards’ home range in response to different environmental variables. Current Zoology, 62(6), 521-530.","walking","Squamate walking tetrapod","Yes","Meiri, S., Bauer, A. M., Chirio, L., Colli, G. R., Das, I., Doan, T. M., ... & Van Damme, R. (2013). Are lizards feeling the heat? A tale of ecology and evolution under two temperatures. Global Ecology and Biogeography, 22(7), 834-845.","active during summer","No","no info - based on climate","","highland specialist","IUCN",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",1800,3000,"IUCN",NA,"terrestrial",NA,NA,"ct",1,33.158935667,2.24070968927596,"walking",2,0.693147180559945
"Liolaemus_leopardinus_IUCN","Te_tpref","tmin","Liolaemus_leopardinus","IUCN","Terrestrial","cold","cold_under",-7.81966996192929,-33.158935667,1315,"cold","min","Liolaemus","leopardinus","Ignacio","Sarah","Animalia","Chordata","Reptilia","Squamata","Iguanidae",9.4,"Meiri 2008","max adult SVL","omnivore","Labra 2012","Non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","Stellatelli, O. A., Block, C., Moreno-Azócar, D. L., Vega, L. E., Isacch, J. P., & Cruz, F. B. (2016). Scale dependency of Liolaemus lizards’ home range in response to different environmental variables. Current Zoology, 62(6), 521-530.","walking","Squamate walking tetrapod","Yes","Meiri, S., Bauer, A. M., Chirio, L., Colli, G. R., Das, I., Doan, T. M., ... & Van Damme, R. (2013). Are lizards feeling the heat? A tale of ecology and evolution under two temperatures. Global Ecology and Biogeography, 22(7), 834-845.","active during summer","No","no info - based on climate","","highland specialist","IUCN",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",1800,3000,"IUCN",NA,"terrestrial",NA,NA,"ct",1,33.158935667,2.24070968927596,"walking",2,0.693147180559945
"Liolaemus_leopardinus_IUCN","Te_tpreftb","tmin","Liolaemus_leopardinus","IUCN","Terrestrial","cold","cold_under",-7.81966996192929,-33.158935667,1315,"cold","min","Liolaemus","leopardinus","Ignacio","Sarah","Animalia","Chordata","Reptilia","Squamata","Iguanidae",9.4,"Meiri 2008","max adult SVL","omnivore","Labra 2012","Non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","Stellatelli, O. A., Block, C., Moreno-Azócar, D. L., Vega, L. E., Isacch, J. P., & Cruz, F. B. (2016). Scale dependency of Liolaemus lizards’ home range in response to different environmental variables. Current Zoology, 62(6), 521-530.","walking","Squamate walking tetrapod","Yes","Meiri, S., Bauer, A. M., Chirio, L., Colli, G. R., Das, I., Doan, T. M., ... & Van Damme, R. (2013). Are lizards feeling the heat? A tale of ecology and evolution under two temperatures. Global Ecology and Biogeography, 22(7), 834-845.","active during summer","No","no info - based on climate","","highland specialist","IUCN",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",1800,3000,"IUCN",NA,"terrestrial",NA,NA,"ct",1,33.158935667,2.24070968927596,"walking",2,0.693147180559945
"Liolaemus_lorenzmuelleri_IUCN","Te","tmin","Liolaemus_lorenzmuelleri","IUCN","Terrestrial","cold","cold_under",-0.7515792846679,-29.7360474355,1450,"cold","min","Liolaemus","lorenzmuelleri","Ignacio","Sarah","Animalia","Chordata","Reptilia","Squamata","Iguanidae",7.9,"Meiri 2008","max adult SVL","omnivore","Labra 2012","Non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","Yes","Meiri, S., Bauer, A. M., Chirio, L., Colli, G. R., Das, I., Doan, T. M., ... & Van Damme, R. (2013). Are lizards feeling the heat? A tale of ecology and evolution under two temperatures. Global Ecology and Biogeography, 22(7), 834-845.","active during summer","No","no info - based on climate","","highland specialist","IUCN",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",3200,3500,"IUCN",NA,"terrestrial",NA,NA,"ct",1,29.7360474355,2.06686275947298,"walking",4,1.38629436111989
"Liolaemus_lorenzmuelleri_IUCN","Te_tpref","tmin","Liolaemus_lorenzmuelleri","IUCN","Terrestrial","cold","cold_under",-0.7515792846679,-29.7360474355,1450,"cold","min","Liolaemus","lorenzmuelleri","Ignacio","Sarah","Animalia","Chordata","Reptilia","Squamata","Iguanidae",7.9,"Meiri 2008","max adult SVL","omnivore","Labra 2012","Non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","Yes","Meiri, S., Bauer, A. M., Chirio, L., Colli, G. R., Das, I., Doan, T. M., ... & Van Damme, R. (2013). Are lizards feeling the heat? A tale of ecology and evolution under two temperatures. Global Ecology and Biogeography, 22(7), 834-845.","active during summer","No","no info - based on climate","","highland specialist","IUCN",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",3200,3500,"IUCN",NA,"terrestrial",NA,NA,"ct",1,29.7360474355,2.06686275947298,"walking",4,1.38629436111989
"Liolaemus_lorenzmuelleri_IUCN","Te_tpreftb","tmin","Liolaemus_lorenzmuelleri","IUCN","Terrestrial","cold","cold_under",-0.7515792846679,-29.7360474355,1450,"cold","min","Liolaemus","lorenzmuelleri","Ignacio","Sarah","Animalia","Chordata","Reptilia","Squamata","Iguanidae",7.9,"Meiri 2008","max adult SVL","omnivore","Labra 2012","Non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","Yes","Meiri, S., Bauer, A. M., Chirio, L., Colli, G. R., Das, I., Doan, T. M., ... & Van Damme, R. (2013). Are lizards feeling the heat? A tale of ecology and evolution under two temperatures. Global Ecology and Biogeography, 22(7), 834-845.","active during summer","No","no info - based on climate","","highland specialist","IUCN",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",3200,3500,"IUCN",NA,"terrestrial",NA,NA,"ct",1,29.7360474355,2.06686275947298,"walking",4,1.38629436111989
"Liolaemus_melanops_IUCN","acclimatized","tmax, tmin","Liolaemus_melanops","IUCN","Terrestrial","cold","cold_over",1.5111108,-42.588626478,38331,"cold","min","Liolaemus","melanops","Ignacio","Sarah","Animalia","Chordata","Reptilia","Squamata","Iguanidae",9.9,"Meiri 2008","max adult SVL","herbivore","Espinoza et al. 2004","Non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","Yes","Medina, M., Gutierrez, J., Scolaro, A., & Ibargüengoytía, N. (2009). Thermal responses to environmental constraints in two populations of the oviparous lizard Liolaemus bibronii in Patagonia, Argentina. Journal of Thermal Biology, 34(1), 32-40.","high latitude and altitude populations in genus tend to hibernate","No","no info - based on climate","","non-highland specialist","IUCN",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",0,1000,"IUCN",NA,"terrestrial",NA,NA,NA,1,42.588626478,2.29253475714054,"walking",10,2.30258509299405
"Liolaemus_melanops_IUCN","Te","tmax, tmin","Liolaemus_melanops","IUCN","Terrestrial","cold","cold_over",5.88278245925903,-42.588626478,38331,"cold","min","Liolaemus","melanops","Ignacio","Sarah","Animalia","Chordata","Reptilia","Squamata","Iguanidae",9.9,"Meiri 2008","max adult SVL","herbivore","Espinoza et al. 2004","Non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","Yes","Medina, M., Gutierrez, J., Scolaro, A., & Ibargüengoytía, N. (2009). Thermal responses to environmental constraints in two populations of the oviparous lizard Liolaemus bibronii in Patagonia, Argentina. Journal of Thermal Biology, 34(1), 32-40.","high latitude and altitude populations in genus tend to hibernate","No","no info - based on climate","","non-highland specialist","IUCN",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",0,1000,"IUCN",NA,"terrestrial",NA,NA,NA,1,42.588626478,2.29253475714054,"walking",10,2.30258509299405
"Liolaemus_melanops_IUCN","Te_tpref","tmax, tmin","Liolaemus_melanops","IUCN","Terrestrial","cold","cold_over",5.88278245925903,-42.588626478,38331,"cold","min","Liolaemus","melanops","Ignacio","Sarah","Animalia","Chordata","Reptilia","Squamata","Iguanidae",9.9,"Meiri 2008","max adult SVL","herbivore","Espinoza et al. 2004","Non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","Yes","Medina, M., Gutierrez, J., Scolaro, A., & Ibargüengoytía, N. (2009). Thermal responses to environmental constraints in two populations of the oviparous lizard Liolaemus bibronii in Patagonia, Argentina. Journal of Thermal Biology, 34(1), 32-40.","high latitude and altitude populations in genus tend to hibernate","No","no info - based on climate","","non-highland specialist","IUCN",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",0,1000,"IUCN",NA,"terrestrial",NA,NA,NA,1,42.588626478,2.29253475714054,"walking",10,2.30258509299405
"Liolaemus_melanops_IUCN","Te_tpreftb","tmax, tmin","Liolaemus_melanops","IUCN","Terrestrial","cold","cold_over",5.88278245925903,-42.588626478,38331,"cold","min","Liolaemus","melanops","Ignacio","Sarah","Animalia","Chordata","Reptilia","Squamata","Iguanidae",9.9,"Meiri 2008","max adult SVL","herbivore","Espinoza et al. 2004","Non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","Yes","Medina, M., Gutierrez, J., Scolaro, A., & Ibargüengoytía, N. (2009). Thermal responses to environmental constraints in two populations of the oviparous lizard Liolaemus bibronii in Patagonia, Argentina. Journal of Thermal Biology, 34(1), 32-40.","high latitude and altitude populations in genus tend to hibernate","No","no info - based on climate","","non-highland specialist","IUCN",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",0,1000,"IUCN",NA,"terrestrial",NA,NA,NA,1,42.588626478,2.29253475714054,"walking",10,2.30258509299405
"Liolaemus_melanops_IUCN","acclimatized","tmax, tmin","Liolaemus_melanops","IUCN","Terrestrial","cold","warm_under",-16.05564,-42.588626478,38331,"warm","max","Liolaemus","melanops","Ignacio","Sarah","Animalia","Chordata","Reptilia","Squamata","Iguanidae",9.9,"Meiri 2008","max adult SVL","herbivore","Espinoza et al. 2004","Non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","Yes","Medina, M., Gutierrez, J., Scolaro, A., & Ibargüengoytía, N. (2009). Thermal responses to environmental constraints in two populations of the oviparous lizard Liolaemus bibronii in Patagonia, Argentina. Journal of Thermal Biology, 34(1), 32-40.","high latitude and altitude populations in genus tend to hibernate","No","no info - based on climate","","non-highland specialist","IUCN",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",0,1000,"IUCN",NA,"terrestrial",NA,NA,NA,1,42.588626478,2.29253475714054,"walking",10,2.30258509299405
"Liolaemus_melanops_IUCN","Te","tmax, tmin","Liolaemus_melanops","IUCN","Terrestrial","cold","warm_under",-16.0556430816651,-42.588626478,38331,"warm","max","Liolaemus","melanops","Ignacio","Sarah","Animalia","Chordata","Reptilia","Squamata","Iguanidae",9.9,"Meiri 2008","max adult SVL","herbivore","Espinoza et al. 2004","Non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","Yes","Medina, M., Gutierrez, J., Scolaro, A., & Ibargüengoytía, N. (2009). Thermal responses to environmental constraints in two populations of the oviparous lizard Liolaemus bibronii in Patagonia, Argentina. Journal of Thermal Biology, 34(1), 32-40.","high latitude and altitude populations in genus tend to hibernate","No","no info - based on climate","","non-highland specialist","IUCN",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",0,1000,"IUCN",NA,"terrestrial",NA,NA,NA,1,42.588626478,2.29253475714054,"walking",10,2.30258509299405
"Liolaemus_melanops_IUCN","Te_tpref","tmax, tmin","Liolaemus_melanops","IUCN","Terrestrial","cold","warm_under",-2.5998001098633,-42.588626478,38331,"warm","max","Liolaemus","melanops","Ignacio","Sarah","Animalia","Chordata","Reptilia","Squamata","Iguanidae",9.9,"Meiri 2008","max adult SVL","herbivore","Espinoza et al. 2004","Non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","Yes","Medina, M., Gutierrez, J., Scolaro, A., & Ibargüengoytía, N. (2009). Thermal responses to environmental constraints in two populations of the oviparous lizard Liolaemus bibronii in Patagonia, Argentina. Journal of Thermal Biology, 34(1), 32-40.","high latitude and altitude populations in genus tend to hibernate","No","no info - based on climate","","non-highland specialist","IUCN",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",0,1000,"IUCN",NA,"terrestrial",NA,NA,NA,1,42.588626478,2.29253475714054,"walking",10,2.30258509299405
"Liolaemus_melanops_IUCN","Te_tpreftb","tmax, tmin","Liolaemus_melanops","IUCN","Terrestrial","cold","warm_under",-2.5998001098633,-42.588626478,38331,"warm","max","Liolaemus","melanops","Ignacio","Sarah","Animalia","Chordata","Reptilia","Squamata","Iguanidae",9.9,"Meiri 2008","max adult SVL","herbivore","Espinoza et al. 2004","Non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","Yes","Medina, M., Gutierrez, J., Scolaro, A., & Ibargüengoytía, N. (2009). Thermal responses to environmental constraints in two populations of the oviparous lizard Liolaemus bibronii in Patagonia, Argentina. Journal of Thermal Biology, 34(1), 32-40.","high latitude and altitude populations in genus tend to hibernate","No","no info - based on climate","","non-highland specialist","IUCN",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",0,1000,"IUCN",NA,"terrestrial",NA,NA,NA,1,42.588626478,2.29253475714054,"walking",10,2.30258509299405
"Liolaemus_monticola_GBIF","acclimatized","tmin","Liolaemus_monticola","GBIF","Terrestrial","cold","cold_over",1.28577108,-35.2837832296508,89957,"cold","min","Liolaemus","monticola","Ignacio","Sarah","Animalia","Chordata","Reptilia","Squamata","Iguanidae",6.185,"Meiri 2008","max adult SVL","omnivore","Labra 2012","Non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","Stellatelli, O. A., Block, C., Moreno-Azócar, D. L., Vega, L. E., Isacch, J. P., & Cruz, F. B. (2016). Scale dependency of Liolaemus lizards’ home range in response to different environmental variables. Current Zoology, 62(6), 521-530.","walking","Squamate walking tetrapod","Yes","Acosta, J. C., Alés, R. G., Blanco, G., Escudero, P. C., & Avila, L. J. (2020). General Ecology of Patagonian Lizards. In Lizards of Patagonia (pp. 293-334). Springer, Cham.","","No","no info - based on climate","","non-highland specialist","IUCN",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",320,2200,"IUCN",NA,"terrestrial",NA,NA,"ct",1,35.2837832296508,1.82212700584445,"walking",14,2.63905732961526
"Liolaemus_monticola_GBIF","Te","tmin","Liolaemus_monticola","GBIF","Terrestrial","cold","cold_over",4.49895910546184,-35.2837832296508,89957,"cold","min","Liolaemus","monticola","Ignacio","Sarah","Animalia","Chordata","Reptilia","Squamata","Iguanidae",6.185,"Meiri 2008","max adult SVL","omnivore","Labra 2012","Non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","Stellatelli, O. A., Block, C., Moreno-Azócar, D. L., Vega, L. E., Isacch, J. P., & Cruz, F. B. (2016). Scale dependency of Liolaemus lizards’ home range in response to different environmental variables. Current Zoology, 62(6), 521-530.","walking","Squamate walking tetrapod","Yes","Acosta, J. C., Alés, R. G., Blanco, G., Escudero, P. C., & Avila, L. J. (2020). General Ecology of Patagonian Lizards. In Lizards of Patagonia (pp. 293-334). Springer, Cham.","","No","no info - based on climate","","non-highland specialist","IUCN",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",320,2200,"IUCN",NA,"terrestrial",NA,NA,"ct",1,35.2837832296508,1.82212700584445,"walking",14,2.63905732961526
"Liolaemus_monticola_GBIF","Te_tpref","tmin","Liolaemus_monticola","GBIF","Terrestrial","cold","cold_over",4.49895910546184,-35.2837832296508,89957,"cold","min","Liolaemus","monticola","Ignacio","Sarah","Animalia","Chordata","Reptilia","Squamata","Iguanidae",6.185,"Meiri 2008","max adult SVL","omnivore","Labra 2012","Non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","Stellatelli, O. A., Block, C., Moreno-Azócar, D. L., Vega, L. E., Isacch, J. P., & Cruz, F. B. (2016). Scale dependency of Liolaemus lizards’ home range in response to different environmental variables. Current Zoology, 62(6), 521-530.","walking","Squamate walking tetrapod","Yes","Acosta, J. C., Alés, R. G., Blanco, G., Escudero, P. C., & Avila, L. J. (2020). General Ecology of Patagonian Lizards. In Lizards of Patagonia (pp. 293-334). Springer, Cham.","","No","no info - based on climate","","non-highland specialist","IUCN",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",320,2200,"IUCN",NA,"terrestrial",NA,NA,"ct",1,35.2837832296508,1.82212700584445,"walking",14,2.63905732961526
"Liolaemus_monticola_GBIF","Te_tpreftb","tmin","Liolaemus_monticola","GBIF","Terrestrial","cold","cold_over",4.49895910546184,-35.2837832296508,89957,"cold","min","Liolaemus","monticola","Ignacio","Sarah","Animalia","Chordata","Reptilia","Squamata","Iguanidae",6.185,"Meiri 2008","max adult SVL","omnivore","Labra 2012","Non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","Stellatelli, O. A., Block, C., Moreno-Azócar, D. L., Vega, L. E., Isacch, J. P., & Cruz, F. B. (2016). Scale dependency of Liolaemus lizards’ home range in response to different environmental variables. Current Zoology, 62(6), 521-530.","walking","Squamate walking tetrapod","Yes","Acosta, J. C., Alés, R. G., Blanco, G., Escudero, P. C., & Avila, L. J. (2020). General Ecology of Patagonian Lizards. In Lizards of Patagonia (pp. 293-334). Springer, Cham.","","No","no info - based on climate","","non-highland specialist","IUCN",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",320,2200,"IUCN",NA,"terrestrial",NA,NA,"ct",1,35.2837832296508,1.82212700584445,"walking",14,2.63905732961526
"Liolaemus_multicolor_IUCN","acclimatized","tmax, tmin","Liolaemus_multicolor","IUCN","Terrestrial","cold","cold_under",-12.155206,-23.012822127,28576,"cold","min","Liolaemus","multicolor","Ignacio","Sarah","Animalia","Chordata","Reptilia","Squamata","Iguanidae",7.6,"Meiri 2008","max adult SVL","herbivore","Espinoza et al. 2004","Non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","Yes","Medina, M., Gutierrez, J., Scolaro, A., & Ibargüengoytía, N. (2009). Thermal responses to environmental constraints in two populations of the oviparous lizard Liolaemus bibronii in Patagonia, Argentina. Journal of Thermal Biology, 34(1), 32-40.","high latitude and altitude populations in genus tend to hibernate","No","no info - based on climate","","highland specialist","IUCN",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",3000,4400,"IUCN",NA,"terrestrial",NA,NA,NA,1,23.012822127,2.02814824729229,"walking",6,1.79175946922805
