"data gatherer","Genus","Species","Family","Realm","Kingdom","Phylum","Class","Order","maximum body size (SVL, HBL, cm)","Source for maximum body size","Trophic position","Source/logic for trophic position","migratory?","source/logic for migration info","dispersal distance category","logic/source for dispersal distance","dispersal type (walking may need to be reworded to something that encaptures slithering)","logic/source for dispersal type","cold season dormancy?","source/logic for cold season dormancy","hot season dormancy?","source/logic for hot season dormancy","highland specialist","Pelagic habitat (for marine species)","source/logic for highland specialist","notes","origGenus","origSpecies","Terrestriality (available for mammals only; see panTHERIA metadata)","pantheria05Genus","pantheria05Species","pantheria93Genus","pantheria93Species","allPantheriaSynonyms05","pantheriaReferences","binaryName","TRY species number (for plants)","notes on body size (e.g. type of metric)","genus_species","limit_type"
"Micky","Scinax","staufferi","Hylidae","Terrestrial","Animalia","Chordata","Amphibia","Anura","2.9","Moen, D. S., S. A. Smith, and J. J. Wiens. 2009. Community assembly through evolutionary diversification and dispersal in Middle American treefrogs. Evolution 63:3228-3247",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Scinax_staufferi","min"
"Micky","Engystomops","pustulosus","Leptodactylidae","Terrestrial","Animalia","Chordata","Amphibia","Anura","3.46","Ryan, M.J. (1985).åÊThe TÌ_ngara Frog: A Study in Sexual Selection and Communication.åÊUniversity of Chicago Press, Chicago.åÊåÊ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Engystomops_pustulosus","min"
"Micky","Leptodactylus","pentadactylus","Leptodactylidae","Terrestrial","Animalia","Chordata","Amphibia","Anura","13.31","Heyer, W. R., de SÌÁ, R. y Rettig, A. 2005. Sibling Species, Advertisment Calls and Reproductive Isolation, in Frogs of the åÊLeptodactylus pentadactylus åÊSpecies Cluster (Amphibia, Leptodactylidae). Herpetologia Petropolitana, Ananjeva N. and Tsinenko O. (eds.) 35-39",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Leptodactylus_pentadactylus","min"
"Micky","Adelotus","brevis","Myobatrachidae","Terrestrial","Animalia","Chordata","Amphibia","Anura","5","Barker, J., Grigg, G. C., and Tyler, M. J. (1995). åÊA Field Guide to Australian Frogs. åÊSurrey Beatty and Sons, New South Wales.","insectivore","Katsikaros,K. and Shine,R. 1997. Sexual dimorphism in the tusked frog, Adelotus brevis (Anura:Myobatrachidae):the roles of natural and sexual selection. Biological Journal of Linnean Society. 60:39-51",NA,NA,NA,NA,"walking","Katsikaros,K. and Shine,R. 1997. Sexual dimorphism in the tusked frog, Adelotus brevis (Anura:Myobatrachidae):the roles of natural and sexual selection. Biological Journal of Linnean Society. 60:39-51",NA,NA,NA,NA,"non-highland specialist",NA,"Barker, J., Grigg, G. C., and Tyler, M. J. (1995). A Field Guide to Australian Frogs. Surrey Beatty and Sons, New South Wales.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Adelotus_brevis","max"
"Micky","Crinia","signifera","Myobatrachidae","Terrestrial","Animalia","Chordata","Amphibia","Anura","3","Barker, J., Grigg, G. C., and Tyler, M. J. (1995).åÊA Field Guide to Australian Frogs.åÊSurrey Beatty and Sons, New South Wales.åÊåÊ","insectivore","Cogger, H.G. 1979. Reptiles & Amphibians of Australia. A. H. & A. W. REED PTY LTD ISBN 0-589-50108-9","Y","Lemckert, Francis. ""Population structure, individual growth and survival of an Australian frog Crinia signifera at a pond."" Acta Zoologica Sinica 51 (2005): 393-400.",NA,NA,"walking","Lemckert, Francis. ""Population structure, individual growth and survival of an Australian frog Crinia signifera at a pond."" Acta Zoologica Sinica 51 (2005): 393-400.",NA,NA,NA,NA,"non-highland specialist",NA,"Barker, J., Grigg, G. C., and Tyler, M. J. (1995). A Field Guide to Australian Frogs. Surrey Beatty and Sons, New South Wales.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Crinia_signifera","max"
"Micky","Limnodynastes","dorsalis","Myobatrachidae","Terrestrial","Animalia","Chordata","Amphibia","Anura","7.5","Amphibian Research Centre. The Frogs of Australia. available at :[http://frogs.org.au]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Limnodynastes_dorsalis","max"
"Micky","Limnodynastes","fletcheri","Myobatrachidae","Terrestrial","Animalia","Chordata","Amphibia","Anura","5","Barker, J., Grigg, G. C., and Tyler, M. J. (1995).åÊA Field Guide to Australian Frogs.åÊSurrey Beatty and Sons, New South Wales.åÊåÊ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Limnodynastes_fletcheri","max"
"Micky","Limnodynastes","tasmaniensis","Myobatrachidae","Terrestrial","Animalia","Chordata","Amphibia","Anura","4.5","Barker, J., Grigg, G. C., and Tyler, M. J. (1995).åÊA Field Guide to Australian Frogs.åÊSurrey Beatty and Sons, New South Wales.åÊåÊ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Limnodynastes_tasmaniensis","max"
"Micky","Neobatrachus","pictus","Myobatrachidae","Terrestrial","Animalia","Chordata","Amphibia","Anura","5.8","Amphibian Research Centre. The Frogs of Australia. available at :[http://frogs.org.au]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Neobatrachus_pictus","max"
"Micky","Philoria","frosti","Myobatrachidae","Terrestrial","Animalia","Chordata","Amphibia","Anura","5.16","http://www.edgeofexistence.org/amphibians/species_info.php?id=570",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Philoria_frosti","max"
"Micky","Philoria","loveridgei","Myobatrachidae","Terrestrial","Animalia","Chordata","Amphibia","Anura","3","Vanderduys, E. (2013). Field Guide of Frogs from Queensland. CSIRO Publishing, Clayton.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Philoria_loveridgei","max"
"Micky","Pseudophryne","corroboree","Myobatrachidae","Terrestrial","Animalia","Chordata","Amphibia","Anura","2.67","Vences, M., Glaw, F. and Bohme, W. 1997. Evolutionary correlates of microphagy in alkaloid-containing frogs (Amphibia:Anura)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pseudophryne_corroboree","max"
"Micky","Pseudophryne","dendyi","Myobatrachidae","Terrestrial","Animalia","Chordata","Amphibia","Anura","3.2","Amphibian Research Centre. The Frogs of Australia. available at :[http://frogs.org.au]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pseudophryne_dendyi","max"
"Micky","Rana","cascadae","Ranidae","Terrestrial","Animalia","Chordata","Amphibia","Anura","7.5","Stebbins, R. C. (1985). A Field Guide to Western Reptiles and Amphibians. Houghton Mifflin, Boston.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rana_cascadae","max, min"
"Micky","Rana","pretiosa","Ranidae","Terrestrial","Animalia","Chordata","Amphibia","Anura","10.5","Rombough, C.R., M.P. Hayes, and J.D. Engler. 2006.åÊRana pretiosaåÊ(Oregon Spotted Frog). Maximum Size. Herpetological Review 37(2):210.",NA,NA,NA,NA,"1--10","Turner, F. B. 1960. Population structure and dynamics of the western spotted frog, Rana pretiosa Baird and Girard, in Yellowstone Park, Wyoming.  Ecol. Monogr. 30: 251 -278.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rana_pretiosa","max, min"
"Micky","Spea","hammondii","Scaphiopodidae","Terrestrial","Animalia","Chordata","Amphibia","Anura","6.5","Grismer, L. L. (2002).åÊAmphibians and Reptiles of Baja California. The University of California Press, Berkeley",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Spea_hammondii","max, min"
"Micky","Ambystoma","jeffersonianum","Ambystomatidae","Terrestrial","Animalia","Chordata","Amphibia","Caudata","10.4","Petranka, J. W. (1998). Salamanders of the United States and Canada. Smithsonian Institution Press, Washington and London.",NA,NA,NA,NA,"1--10","Bishops, S. C. 1941. The salamanders of New York. New York State Mudeum Bulletin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ambystoma_jeffersonianum","max"
"Micky","Ambystoma","macrodactylum","Ambystomatidae","Terrestrial","Animalia","Chordata","Amphibia","Caudata","5.5","Russell, A.P. and G.L. Powell and D.R. Hall. 1996. Growth and age of Alberta long-toed salamanders (Ambystoma macrodactylum krausei): a comparison of two methods of estimation. Canadian Journal of Zoology 74:397‰ÛÒ412.",NA,NA,NA,NA,"1--10","Funk, W. C. and Dunlap, W. W. 1999. Colonization of high-elevation lakes by long-toed salamanders (Ambystoma macrodactylum ) after the extinction of introduced trout populations.   Can. J. Zool. 77: 1759 -1767",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ambystoma_macrodactylum","max"
"Micky","Ambystoma","maculatum","Ambystomatidae","Terrestrial","Animalia","Chordata","Amphibia","Caudata","25","Petranka, J. W. (1998). Salamanders of the United States and Canada. Smithsonian Institution Press, Washington and London.",NA,NA,NA,NA,"0-1","Madison, D. M. 1997. The emigration of radio-implanted spotted salamanders, Ambystoma maculatum .  J. Herpetol. 31: 542 -551.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ambystoma_maculatum","max"
"Micky","Desmognathus","fuscus","Plethodontidae","Terrestrial","Animalia","Chordata","Amphibia","Caudata","4","Jones, R.L. 1986. Reproductive biology of Desmognathus fuscus and Desmognathus santeetlah in the Unicoi Mountains. Herpetologica 42:323-334.",NA,NA,NA,NA,"0-1","Barthlamus, G. T. and Bellis, E. D. 1972. Home range, homing and homing mechanism of the salamander, Desmognathus fuscus.  Copeia 1972: 632 -642.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Desmognathus_fuscus","max, min"
"Micky","Desmognathus","ochrophaeus","Plethodontidae","Terrestrial","Animalia","Chordata","Amphibia","Caudata","7.3","Bishop, S.C. 1943. A Handbook of Salamanders. The Salamanders of the United States, of Canada, and of Lower California. Comstock Publishing Company, Ithaca, New York.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Desmognathus_ochrophaeus","max"
"Micky","Desmognathus","quadramaculatus","Plethodontidae","Terrestrial","Animalia","Chordata","Amphibia","Caudata","12","Camp, C.D., J.L Marshall, K.R. Landau, R.M. Austin Jr. and S.G. Tilley. 2000. Sympatric occurrence of the two species of the two-lined salamander (Eurycea bislineata) complex. Copeia 2000:572‰ÛÒ578.",NA,NA,NA,NA,"0-1","Freeman, S. L. 2003. Movement of larval Desmognathus quadramaculatus in linear and connected habitats.   Ph.D. thesis, Univ. of Virginia.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Desmognathus_quadramaculatus","max"
"Micky","Eurycea","bislineata","Plethodontidae","Terrestrial","Animalia","Chordata","Amphibia","Caudata","9.7","Petranka, J. W. (1998). Salamanders of the United States and Canada. Smithsonian Institution Press, Washington and London.",NA,NA,NA,NA,"0-1","Johnson, J. E. and Goldberg, A. S. 1975. Movement of  larval two lined salamanders (Eurycea bislineata ) in the Mill River, Massachusetts.  Copeia 1975: 588 -589.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eurycea_bislineata","max, min"
"Micky","Eurycea","longicauda","Plethodontidae","Terrestrial","Animalia","Chordata","Amphibia","Caudata","4.6","Ireland, P.H. 1974. Reproduction and larval development of the dark-sided salamander,åÊEurycea longicauda melanopleura. Herpetologica 30:338‰ÛÒ343.","insectivore","Anderson, J.D. and P.J. Martino. 1966. The life history of Eurycea l. longicauda associated with ponds. American Midland Naturalist 75:257-279.","Y","Mohr, C.E. 1944. A remarkable salamander migration. Proceedings of the Pennsylvania Academy of Science 18:51-54.","0-1","Mohr, C.E. 1944. A remarkable salamander migration. Proceedings of the Pennsylvania Academy of Science 18:51-54.","walking","Mohr, C.E. 1944. A remarkable salamander migration. Proceedings of the Pennsylvania Academy of Science 18:51-54.","Y","Mohr, C.E. 1944. A remarkable salamander migration. Proceedings of the Pennsylvania Academy of Science 18:51-54.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eurycea_longicauda","max"
"Micky","Eurycea","lucifuga","Plethodontidae","Terrestrial","Animalia","Chordata","Amphibia","Caudata","20","Petranka, J. W. (1998). Salamanders of the United States and Canada. Smithsonian Institution Press, Washington and London.","omnivore","Peck, S.B. 1974. The food of the salamanders Eurycea lucifuga and Plethodon glutinosus in caves. National Speleological Society Bulletin 36:7-10.","Y","Hutchison, V.H. 1958. The distribution and ecology of the cave salamander, Eurycea lucifuga. Ecological Monographs 28:1-20.","0-1","Hutchison, V.H. 1958. The distribution and ecology of the cave salamander, Eurycea lucifuga. Ecological Monographs 28:1-20.","walking","Hutchison, V.H. 1958. The distribution and ecology of the cave salamander, Eurycea lucifuga. Ecological Monographs 28:1-20.","N","Hutchison, V.H. 1958. The distribution and ecology of the cave salamander, Eurycea lucifuga. Ecological Monographs 28:1-20.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eurycea_lucifuga","max"
"Micky","Eurycea","multiplicata","Plethodontidae","Terrestrial","Animalia","Chordata","Amphibia","Caudata","16","Dundee, H.A. 1965a.åÊEurycea multiplicata.åÊPp. 21.1‰ÛÒ21.2. Catalogue of American Amphibians and Reptiles. Society for the Study of Amphibians and Reptiles, St. Louis, Missouri.","insectivore","Dundee, 1958","N","Petranka, J. W. (1998). Salamanders of the United States and Canada. Smithsonian Institution Press, Washington and London.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eurycea_multiplicata","max"
"Micky","Eurycea","nana","Plethodontidae","Terrestrial","Animalia","Chordata","Amphibia","Caudata","2.35","Tupa, D.D. and W.K. Davis. 1976. Population dynamics of the San Marcos salamander,åÊEurycea nanaåÊBishop. Texas Journal of Science 27:179‰ÛÒ195.","omnivore","Petranka, J. W. (1998). Salamanders of the United States and Canada. Smithsonian Institution Press, Washington and London.","N","Petranka, J. W. (1998). Salamanders of the United States and Canada. Smithsonian Institution Press, Washington and London.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eurycea_nana","max"
"Micky","Notophthalmus","viridescens","Plethodontidae","Terrestrial","Animalia","Chordata","Amphibia","Caudata","9","Hurlbert, S.H. 1969. The breeding migrations and interhabitat wandering of the vermilion-spotted newt,åÊNotophthalmus viridescensåÊ(Rafinesque). Ecological Monographs 39:465‰ÛÒ488.",NA,NA,NA,NA,"0-1","Gill, D. E. 1978. The metapopulation ecology of the red-spotted newt, Notophthalmus v iridescens, (Ra•ÂÅnesque).  Ecol. Monogr. 48: 145 -166.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Notophthalmus_viridescens","max"
"Micky","Plethodon","glutinosus","Plethodontidae","Terrestrial","Animalia","Chordata","Amphibia","Caudata","6.5","Powders, V.N. 1973. Cannibalism by the slimy salamander,åÊPlethodon glutinosusåÊin eastern Tennessee. Journal of Herpetology 7:139‰ÛÒ140.","omnivore","Oliver, G.V. 1967. Food habits of the white-throated slimy salamander in central Texas. Transactions of the Oklahoma Junior Academy of Science 1967:500‰ÛÒ503.","Y","Petranka, J. W. (1998). Salamanders of the United States and Canada. Smithsonian Institution Press, Washington and London.","0-1","Wells, K. D. and Wells, R. A. 1976. Patterns of movement in a population of the slimy salamander, Plethodon glutinosus, with observations on aggregations.  / Herpetologica 32: 156 -162.","walking","Petranka, J. W. (1998). Salamanders of the United States and Canada. Smithsonian Institution Press, Washington and London.",NA,NA,NA,NA,"highland specialist",NA,"Petranka, J. W. (1998). Salamanders of the United States and Canada. Smithsonian Institution Press, Washington and London.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plethodon_glutinosus","max"
"Micky","Pseudotriton","ruber","Plethodontidae","Terrestrial","Animalia","Chordata","Amphibia","Caudata","18","Petranka, J. W. (1998). Salamanders of the United States and Canada. Smithsonian Institution Press, Washington and London.","omnivore","Axtell, H.H. and R.C. Axtell 1948. Pseudotriton ruber in central New York state. Copeia 1948:64.","Y","Axtell, H.H. and R.C. Axtell 1948. Pseudotriton ruber in central New York state. Copeia 1948:64.","0-1","Petranka, J. W. (1998). Salamanders of the United States and Canada. Smithsonian Institution Press, Washington and London.","swimming","Petranka, J. W. (1998). Salamanders of the United States and Canada. Smithsonian Institution Press, Washington and London.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pseudotriton_ruber","max"
"Ignacio","Amphibolurus","muricatus","Agamidae","Terrestrial","Animalia","Chordata","Reptilia","Squamata","125","Meiri 2008","insectivore, omnivore","Walton, D. W. Ed. 1987.åÊFauna of Australia, Volume 1A. Australian Government Publishing Service, Canberra.åÊISBN 0-644-06055-7","non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1Km","Warner, D. A., & Shine, R. (2008). Determinants of Dispersal Distance in Free‰ÛêRanging Juvenile Lizards.åÊEthology,åÊ114(4), 361-368.","walking","Squamate walking tetrapod","No","Only species for which there is evidence of brumation are classified as cold dormants.","No","I have found no evidence of aestivation within this species subset",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Amphibolurus_muricatus","max, min"
"Ignacio","Ctenophorus","cristatus","Agamidae","Terrestrial","Animalia","Chordata","Reptilia","Squamata","110","Meiri 2008","insectivore, omnivore","Walton, D. W. Ed. 1987.åÊFauna of Australia, Volume 1A. Australian Government Publishing Service, Canberra.åÊISBN 0-644-06055-8","non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1km","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","No","Only species for which there is evidence of brumation are classified as cold dormants.","No","I have found no evidence of aestivation within this species subset",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ctenophorus_cristatus","max"
"Ignacio","Ctenophorus","decresii","Agamidae","Terrestrial","Animalia","Chordata","Reptilia","Squamata","90","Meiri 2008","insectivore, omnivore","Walton, D. W. Ed. 1987.åÊFauna of Australia, Volume 1A. Australian Government Publishing Service, Canberra.åÊISBN 0-644-06055-9","non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1km","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","No","Only species for which there is evidence of brumation are classified as cold dormants.","No","I have found no evidence of aestivation within this species subset",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ctenophorus_decresii","max, min"
"Ignacio","Ctenophorus","fordi","Agamidae","Terrestrial","Animalia","Chordata","Reptilia","Squamata","53.15","Meiri 2008","insectivore, omnivore","Walton, D. W. Ed. 1987.åÊFauna of Australia, Volume 1A. Australian Government Publishing Service, Canberra.åÊISBN 0-644-06055-10","non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1km","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","No","Only species for which there is evidence of brumation are classified as cold dormants.","No","I have found no evidence of aestivation within this species subset",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ctenophorus_fordi","max"
"Ignacio","Ctenophorus","maculosus","Agamidae","Terrestrial","Animalia","Chordata","Reptilia","Squamata","64.6","Meiri 2008","insectivore, omnivore","Walton, D. W. Ed. 1987.åÊFauna of Australia, Volume 1A. Australian Government Publishing Service, Canberra.åÊISBN 0-644-06055-11","non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1km","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","No","Only species for which there is evidence of brumation are classified as cold dormants.","No","I have found no evidence of aestivation within this species subset",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ctenophorus_maculosus","max"
"Ignacio","Ctenophorus","nuchalis","Agamidae","Terrestrial","Animalia","Chordata","Reptilia","Squamata","95.25","Meiri 2008","insectivore, omnivore","Walton, D. W. Ed. 1987.åÊFauna of Australia, Volume 1A. Australian Government Publishing Service, Canberra.åÊISBN 0-644-06055-12","non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1km","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","No","Only species for which there is evidence of brumation are classified as cold dormants.","No","I have found no evidence of aestivation within this species subset",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ctenophorus_nuchalis","max"
"Ignacio","Ctenophorus","pictus","Agamidae","Terrestrial","Animalia","Chordata","Reptilia","Squamata","62.5","Meiri 2008","insectivore, omnivore","Walton, D. W. Ed. 1987.åÊFauna of Australia, Volume 1A. Australian Government Publishing Service, Canberra.åÊISBN 0-644-06055-13","non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1km","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","No","Only species for which there is evidence of brumation are classified as cold dormants.","No","I have found no evidence of aestivation within this species subset",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ctenophorus_pictus","max"
"Ignacio","Ctenophorus","reticulatus","Agamidae","Terrestrial","Animalia","Chordata","Reptilia","Squamata","88.53","Meiri 2008","insectivore, omnivore","Walton, D. W. Ed. 1987.åÊFauna of Australia, Volume 1A. Australian Government Publishing Service, Canberra.åÊISBN 0-644-06055-14","non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1km","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","No","Only species for which there is evidence of brumation are classified as cold dormants.","No","I have found no evidence of aestivation within this species subset",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ctenophorus_reticulatus","max"
"Ignacio","Lophognathus","gilberti","Agamidae","Terrestrial","Animalia","Chordata","Reptilia","Squamata","135","Meiri 2008","insectivore, omnivore","Walton, D. W. Ed. 1987.åÊFauna of Australia, Volume 1A. Australian Government Publishing Service, Canberra.åÊISBN 0-644-06055-14","non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1km","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","No","Only species for which there is evidence of brumation are classified as cold dormants.","No","I have found no evidence of aestivation within this species subset",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lophognathus_gilberti","max, min"
